Year,Effective_Area_ha,Effective_Area_N_ha,Effective_Area_P_ha,Total_Sediment_kg,Total_N_kg,Total_P_kg,Particulate_P_kg,Particulate_N_kg,Sediment_kg_ha_yr,N_kg_ha_yr,P_kg_ha_yr,gP_per_kg_sediment,gN_per_kg_sediment,gP_recovered_per_ha_20t,kgP_recovered_per_ha_20t,gN_recovered_per_ha_20t,kgN_recovered_per_ha_20t,Particulate_P_kg_ha_yr,Particulate_N_kg_ha_yr,ReuseArea_20t_ha,N_applied_kg_per_ha,P_applied_kg_per_ha,N_usable_kg_per_ha,P_usable_kg_per_ha,Percent_saved_N,Percent_saved_P,Percent_saved_total,Percent_saved_total_pct,Cost_reduction_per_ha_limiting,Cost_reduction_total_USD_limiting,N_saving_USD_per_ha,P_saving_USD_per_ha,Cost_reduction_per_ha,Cost_reduction_total_USD
2012.0,267.61858728,267.61858728,267.61858728,60166.42268179476,18.824097113,4.2976420626000005,2.7516299028,11.795933754000002,224.82153909154573,0.0703392739059077,0.0160588324834983,0.0457336464451723,0.196055095653364,914.6729289034472,0.9146729289034472,3921.10191306728,3.92110191306728,0.0102819087820722,0.0440774083515295,0.7520802835224345,3.92110191306728,0.9146729289034472,1.5684407652269121,0.5853906744982063,0.010456271768179414,0.02660866702264574,0.010456271768179414,1.0456271768179415,4.19965699297158,3.1584792219710405,2.964353046278864,3.1435479220553675,6.107900968334231,4.593631891991761
2013.0,283.03710864,283.03710864,283.03710864,263874.1699258061,94.819284441,15.3531747569,9.7517486763,41.6511571709,932.2953134793096,0.3350065470093619,0.054244388061595,0.0369560562863804,0.1578447681431309,739.1211257276083,0.7391211257276082,3156.895362862619,3.156895362862619,0.03445395808047,0.1471579375970692,3.2984271240725764,3.156895362862619,0.7391211257276082,1.2627581451450478,0.4730375204656693,0.008418387634300318,0.021501705475712243,0.008418387634300318,0.8418387634300318,3.38116120944038,11.152513844080186,2.38661289432414,2.5402114849006443,4.926824379224785,16.250771167977064
2014.0,289.02645552,289.02645552,289.02645552,308126.68803123455,106.833776855,21.8621667731,15.487877793699996,60.80448698200001,1066.0847204345723,0.3696332111286863,0.0756407116219407,0.0502646424191922,0.197335996341337,1005.2928483838444,1.0052928483838444,3946.719926826742,3.946719926826742,0.0535863672612082,0.2103768904912321,3.851583600390432,3.946719926826742,1.0052928483838444,1.5786879707306969,0.6433874229656604,0.01052458647153798,0.029244882862075473,0.01052458647153798,1.052458647153798,4.227094910428514,16.281009434300326,2.983720264681017,3.4549904613255964,6.438710726006613,24.799232639945043
2015.0,386.71755936,386.71755936,386.71755936,83361.24513858238,81.41115556599999,8.3376484293,5.3177897382,21.3075357352,215.56105514459043,0.2105183837546238,0.0215600461564208,0.0637921102229163,0.2556048161202207,1275.8422044583278,1.2758422044583275,5112.096322404414,5.112096322404415,0.0137510945895518,0.0550984438629138,1.0420155642322797,5.112096322404415,1.2758422044583275,2.0448385289617663,0.8165390108533297,0.013632256859745109,0.03711540958424226,0.013632256859745109,1.3632256859745109,5.475259645148025,5.705305768457151,3.864744819737738,4.38481448828238,8.249559308020117,8.596169197014238
2016.0,360.21065256,360.21065256,360.21065256,149143.46134952892,90.202781064,13.4542220365,9.903516325,35.0592744426,414.0451157942538,0.2504167503735193,0.0373509832118552,0.0664026182266909,0.2350708111865256,1328.052364533818,1.328052364533818,4701.416223730513,4.701416223730512,0.0274936797527118,0.0973299212375742,1.8642932668691117,4.701416223730512,1.328052364533818,1.880566489492205,0.8499535133016436,0.012537109929948033,0.03863425060462016,0.012537109929948033,1.2537109929948034,5.0354048322643274,9.387471324750575,3.554270665140267,4.564250366429826,8.118521031570094,15.1353040960914
2017.0,375.30542544,375.30542544,375.30542544,292728.5733314351,103.871490856,19.2410236511,14.1559563506,52.6308660677,779.9742649290146,0.2767652259069351,0.0512676405584657,0.0483586422380853,0.1797940852467105,967.1728447617068,0.9671728447617068,3595.8817049342106,3.5958817049342104,0.0377184964326158,0.1402347594788876,3.6591071666429382,3.5958817049342104,0.9671728447617068,1.4383526819736843,0.6189906206474924,0.009589017879824562,0.028135937302158746,0.009589017879824562,0.9589017879824562,3.851333141252737,14.09244069828735,2.7184865689302633,3.3239796328770344,6.042466201807297,22.110031383230815
2018.0,223.75066823999995,223.75066823999995,223.75066823999995,63285.27633586547,87.27547762399998,8.860974113799998,3.9496118787,19.77625669,282.83837913719333,0.3900568356309281,0.0396020006711019,0.0624096489322216,0.3124938032196324,1248.1929786444334,1.2481929786444337,6249.876064392648,6.249876064392648,0.0176518439465108,0.0883852407930578,0.7910659541983184,6.249876064392648,1.2481929786444337,2.4999504257570595,0.7988435063324376,0.01666633617171373,0.03631106846965625,0.01666633617171373,1.6666336171713731,6.693867260007102,5.295290491314401,4.724906304680842,4.28978962900519,9.014695933686031,7.131219040589041
2019.0,231.31828896,231.31828896,231.31828896,118661.4039751718,133.96712458000002,16.3618431419,9.1802436243,43.729633372200006,512.9789110436095,0.5791462714959208,0.0707330285705568,0.0773650346006426,0.3685244899120677,1547.3006920128523,1.5473006920128525,7370.489798241355,7.370489798241355,0.0396866312022888,0.1890452915279942,1.4832675496896477,7.370489798241355,1.5473006920128525,2.948195919296542,0.9902724428882257,0.019654639461976948,0.04501238376764662,0.019654639461976948,1.9654639461976948,7.894089393508421,11.709046631740271,5.5720902874704645,5.317763018309772,10.889853305780235,16.15256602934436
2020.0,227.19049584,227.19049584,227.19049584,128412.05348949696,82.182434196,8.871343363,5.7443765739,23.2320372682,565.2175414060092,0.3617335922972648,0.0390480390924789,0.0447339359335908,0.1809178861087225,894.678718671817,0.894678718671817,3618.3577221744513,3.6183577221744514,0.0252844052857981,0.1022579627827445,1.605150668618712,3.6183577221744514,0.894678718671817,1.4473430888697807,0.572594379949963,0.009648953925798539,0.026027017270452864,0.009648953925798539,0.9648953925798539,3.875405854757725,6.2206102989332335,2.7354784379638852,3.074831820331301,5.810310258295186,9.32642339598468
2021.0,203.07123408,203.07123408,203.07123408,135100.42969178536,55.616405484,10.6651058882,7.2272114963,19.4767635444,665.2859047410059,0.2738763357398512,0.0525190381420466,0.053495103700173,0.1441650747435354,1069.9020740034614,1.0699020740034615,2883.301494870709,2.883301494870709,0.0355895384643835,0.0959109921828077,1.688755371147317,2.883301494870709,1.0699020740034615,1.1533205979482837,0.6847373273622154,0.0076888039863218915,0.031124423971009788,0.0076888039863218915,0.7688803986321892,3.088131233066324,5.215098206648542,2.179775930122256,3.6770394479350967,5.856815378057353,9.89072842751256
2022.0,160.21502903999996,160.21502903999996,160.21502903999996,119913.90094659652,55.874424869,13.3223403217,9.7446337353,26.378019082,748.4560073116381,0.3487464640726692,0.0831528752422713,0.0812635871102196,0.2199746557636166,1625.2717422043934,1.6252717422043934,4399.493115272333,4.399493115272333,0.0608222199483365,0.1646413525625885,1.4989237618324565,4.399493115272333,1.6252717422043934,1.759797246108933,1.040173915010812,0.011731981640726221,0.04728063250049146,0.011731981640726221,1.1731981640726221,4.71203310618128,7.062978389396318,3.3260167951458834,5.5857339236080605,8.911750718753943,13.358034911867758
2023.0,146.0915016,146.0915016,146.0915016,26670.17800565469,27.360047721,3.8347275823,2.2745613927,11.238957134,182.5580387193083,0.1872802142585411,0.0262488066745971,0.085284822329185,0.4214054038790848,1705.6964465837016,1.7056964465837017,8428.108077581697,8.428108077581697,0.0155694298969407,0.0769309440378837,0.3333772250706836,8.428108077581697,1.7056964465837017,3.371243231032679,1.0916457258135692,0.02247495487355119,0.049620260264253147,0.02247495487355119,2.247495487355119,9.0268408754131,3.00934316219984,6.371649706651763,5.862137547618866,12.233787254270629,4.0784660469338405
