State,Sediment_kg_ha_yr,N_kg_ha_yr,P_kg_ha_yr
IN,98.63043752414764,6.320601674133332,0.47384644624204714
MI,108.43837004323144,5.317031177288742,0.4296359240943548
NY,310.6840108347421,10.374031306132856,0.548953032999
OH,702.0773989792164,13.602418566078333,1.3608831777111945
WI,1000.1763255762421,13.154593544783694,2.109946019788785
