State,Sediment_kg_ha_yr,N_kg_ha_yr,P_kg_ha_yr,Area_ha,ReuseArea_20t_ha,ReuseArea_50t_ha,ReuseArea_75t_ha,ReuseArea_100t_ha
IN,98.63043752414764,6.320601674133332,0.4738464462420471,79.56402,0.39237170518900166,0.15694868207560067,0.10463245471706711,0.07847434103780034
MI,108.43837004323144,5.317031177288742,0.4296359240943548,135.97920000000002,0.737268140389129,0.2949072561556516,0.19660483743710105,0.1474536280778258
NY,310.6840108347421,10.374031306132856,0.548953032999,12.86946,0.199916772503864,0.0799667090015456,0.05331113933436373,0.0399833545007728
OH,702.0773989792164,13.602418566078333,1.3608831777111945,6.4752,0.2273045786935111,0.09092183147740443,0.06061455431826962,0.045460915738702215
WI,1000.176325576242,13.154593544783694,2.109946019788785,1269.4224900000002,63.48231608260219,25.392926433040877,16.92861762202725,12.696463216520439
